trans,word
"['vt. 治理；套；驾驭；披上甲胄', 'n. 马具；背带，吊带；甲胄；挽具状带子；降落伞背带；日常工作', 'v. 治理，利用；套；驾驭；披上甲胄；将（两只动物）拴在一起', 'n. 马具；甲胄；挽具状带子；降落伞背带']",harness
['n. 领域，范围；王国'],realm
['adv. 从而，因此；在那附近；在那方面'],thereby
"['vi. 结硬皮；结成外壳', 'n. 地壳；外壳；面包皮；坚硬外皮', 'vt. 盖以硬皮；在…上结硬皮', 'n. 外壳；面包皮；坚硬外皮']",crust
"['n. (Pillar)人名；(英)皮勒', 'n. 柱子，柱形物；栋梁；墩', 'vt. 用柱支持']",pillar
"['n. （Spray）（英）斯普雷（人名）', 'n. [药]喷雾；喷雾器；水沫', 'vi. 喷', 'vt. 喷射', 'n. 喷雾，喷雾剂；喷雾器；水沫；（用作装饰的）小树枝，小花枝']",spray
"['n. [军]炮台，炮位', 'n. [电]电池，蓄电池', 'n. [电] 电池，蓄电池', 'n. [法]殴打']",battery
"['vt. 耸肩，耸肩表示', 'n. 耸肩', 'vi. 耸肩']",shrug
"['vt. 庇护；怀有', 'v. 庇护；窝藏；怀有；为……提供庇护；入港停泊；居住，生存', 'n. 海港；避难所', 'vi. 居住，生存；入港停泊；躲藏', 'n. 港，海港；避难所', 'n. (Harbor) （美）哈伯（人名）']",harbor
"['vi. 开始；继续进行；发生；行进', 'n. 收入，获利']",proceed
"['vt. 开拓；回收再利用；改造某人，使某人悔改', 'vi. 抗议，喊叫', 'n. 改造，感化；再生胶']",reclaim
"['n. 说明；[印刷]插图；[经]例证；图解', 'n. 说明；插图；例证；图解']",illustration
"['v. 看待；（以特定方式）注视；注意；听从；涉及（regard 的现在分词）', 'prep. 关于，至于；就……而论', 'prep. 关于，至于']",regarding
"['n. 魔鬼；撒旦；家伙；恶棍；淘气鬼；冒失鬼', 'vt. 折磨', 'n. 魔鬼；撒旦；家伙；恶棍', 'vt. 虐待，折磨；（用扯碎机）扯碎；（替作家，律师等）做助手；抹辣味料烤制或煎煮']",devil
"['n. [电]插头；[核]塞子；栓', 'vt. 插入；塞住；[电]接插头', 'n. 插头；塞子；栓', 'vi. 塞住；用插头将与电源接通', 'vt. 插入；塞住；接插头']",plug
"['n. 惊愕；惊恐', 'vi. 惊吓；惊跳；惊奇', 'vt. 使吓一跳；使惊奇']",startle
"['n. 悬崖；绝壁', 'n. (Cliff)人名；(英)克利夫', 'n. [地理]悬崖；绝壁']",cliff
"['n. (Hearing)人名；(英)希尔林', 'n. 听力；审讯，听讯', 'n. [生理]听力；[法]审讯，听讯', 'v. 听见（hear的ing形式）']",hearing
